false	(주)엘지유플러스	한국토지공사 동방웨딩문화원
false	정부통합전산센터	정부통합전산센터
false	주식회사 케이티	(학)카톨릭대학교대전성모병원
false	(주)네트로피	(주)네트로피
false	(주)넥스지	넥스지
false	(주)넥스지	드림어스
false	(주)넥스지	법문사
false	(주)넥스지	에이스모바일
false	(주)넥스지	제일컴테크
false	(주)넥스지	파워라인2
false	(주)닷네임코리아	(주)닷네임코리아
false	(주)대우정보시스템	대우정보시스템
false	(주)두산정보통신사업부	두산정보통신
false	(주)문화방송	엠비씨
false	(주)미래와사람	엔지엔
false	(주)세종텔레콤	대우엔지니어링
false	(주)세종텔레콤	매일경제신문사
false	(주)세종텔레콤	한빛은행
false	(주)아이네트테크놀로지스	다락원
false	(주)아이네트테크놀로지스	디지탈인사이드
false	(주)아이네트테크놀로지스	문학동네_1
false	(주)아이네트테크놀로지스	법무법인광장
false	(주)아이네트테크놀로지스	사이버이메지네이션
false	(주)아이네트테크놀로지스	유니닥스
false	(주)엘림넷	(주)엘림넷
false	(주)엘림넷	(주)포켓몬코리아
false	(주)엘림넷	겨레말큰사전남북
false	(주)엘림넷	애드정보기술
false	(주)엘림넷	코스닥등록협의회
false	(주)엘림넷	코아텍
false	(주)엘지씨엔에스	(주)엘지씨엔에스
false	(주)엘지씨엔에스	엘지씨엔에스
false	(주)엘지유플러스	(주)다음커뮤니케이션
false	(주)엘지유플러스	(주)대교
false	(주)엘지유플러스	(주)머니투데이
;false	(주)엘지유플러스	(주)에이치디에스아이
false	(주)엘지유플러스	(주)종합건축사사무소 범건축
false	(주)엘지유플러스	DISITAL청솔학원
false	(주)엘지유플러스	LG 카드
false	(주)엘지유플러스	관세청
false	(주)엘지유플러스	교통안전공단
false	(주)엘지유플러스	네오위즈
false	(주)엘지유플러스	다음커뮤니케이션
false	(주)엘지유플러스	대신증권
false	(주)엘지유플러스	대한교과서(주)
false	(주)엘지유플러스	에너지경제연구원
false	(주)엘지유플러스	재단법인 경기도문화의전당
false	(주)엘지유플러스	한경닷컴
false	(주)엘지유플러스	한국철도공사서울지역본부
false	(주)엘지유플러스	현대캐피탈(주)
false	(주)온세텔레콤	경남도민일보사
false	(주)온세텔레콤	롯데캐피탈
false	(주)온세텔레콤	바르질라현대엔진
false	(주)온세텔레콤	부산문화방송
false	(주)온세텔레콤	수영도서관
false	(주)온세텔레콤	엠피씨 가락동
false	(주)온세텔레콤	엠피씨 영등포
false	(주)온세텔레콤	한국수력원자력
false	(주)온세텔레콤	현대백화점
false	(주)중앙일보사	중앙일보
;false	(주)충청방송	(주)충청방송	//지역 케이블	2012.03.19 황명진
false	(주)케이아이엔엑스	액텔라
false	(주)케이아이엔엑스	케이아이엔엑스
false	(주)케이티	국민건강보험공단 이사장
false	(주)케이티	국회도서관
false	(주)케이티	국회사무처
false	(주)케이티	국회사무처 국회데이터 센터
false	(주)케이티	서울특별시 은평구 구립도서관
false	(주)케이티	육군본부
false	(주)케이티	의료법인 천웅의료재단 새전주병원
false	(주)케이티	정보통신부(구의)
false	(주)케이티	한국마사회
false	(주)케이티	한국소비자보호원
false	(주)케이티	한국에너지기술연구소
false	(주)케이티	한국철도시설공단
false	(주)케이티네트웍스	SK 커뮤니케이션즈
false	(주)코스콤	토러스
false	(주)큐릭스네트웍스	재능아카데미
false	(주)포스코아이씨티	포스코ICT
false	(주)하이라인닷넷	디에이그룹엔지니어링
false	(주)하이라인닷넷	스포츠투아이
false	(주)하이라인닷넷	의료법인양평의료재단
false	(주)하이라인닷넷	한울
false	(주)한국무역정보통신	한국무역협회
false	대우조선해양	대우조선해양
false	동아닷컴	동아닷컴
false	두루안	대청정보시스템
false	두루안	새롬에듀
false	두산중공업(주)	두산중공업
false	드림라인(주)	디지웨이브
false	드림라인(주)	리버스톤챤스
false	드림라인(주)	시공테크
false	드림라인(주)	시제이드림
false	드림라인(주)	양천구청
false	드림라인(주)	캠브리지
false	롯데정보통신(주)	롯데정보통신(주)
false	삼성에스디에스(주)	삼성에스디에스(주)
false	삼성에스디에스(주)	
false	삼성에스디에스(주)2	
false	삼성에스디에스(주)	삼성테스코
false	삼성에스디에스(주)	조아제약
false	삼성에스디에스(주)	중앙M&B
false	삼성에스디에스(주)	중앙일보
;false	삼성에스디에스(주)	크레듀
false	서울특별시청	서울특별시청
false	아시아나IDT(주)	금호
false	아이링크코리아(주)	한솔로이젠트
false	에스케이브로드밴드주식회사	㈜네오위즈아이엔에스
false	에스케이브로드밴드주식회사	교학사
false	에스케이브로드밴드주식회사	사이버스페이스
false	에스케이브로드밴드주식회사	에스케이산업
false	에스케이브로드밴드주식회사	젠추어
false	에스케이씨앤씨(주)	에스케이마케팅앤컴퍼니
false	에스케이씨앤씨(주)	에스케이에너지
false	에스케이텔레콤(주)	아쉐뜨
false	에스케이텔레콤(주)	엠비씨프로덕션
false	에스케이텔레콤(주)	장원교육문화
false	에스케이텔레콤(주)	주식회사신영
false	에스케이텔레콤(주)	주식회사해법에듀
false	에스케이텔레콤(주)	지멘스
false	에스케이텔레콤(주)	허브링크(주)
false	에스케이텔레콤(주)	현대홈쇼핑
false	엔에이치엔비즈니스플랫폼주식회사	NHN(주)
false	엔에이치엔비즈니스플랫폼주식회사	NHN(주)2
false	오케이엔이티주식회사	오케이엔이티
false	오케이엔이티주식회사	오케이엔이티주식회사
false	오토에버시스템즈(주)	오토에버시스템즈(주)
false	유엘네트웍스	YBM 경산
false	정부통합전산센터	행정자치부
false	주식회사 케이티	(사)두란노서원
false	주식회사 케이티	(재)기독교방송
false	주식회사 케이티	(재)서울특별시시정개발연구
false	주식회사 케이티	(주)국제신문
false	주식회사 케이티	(주)금성출판사
false	주식회사 케이티	(주)대전일보사
false	주식회사 케이티	(주)도서출판넥서스
false	주식회사 케이티	(주)매일경제TV
false	주식회사 케이티	(주)매일신문사
false	주식회사 케이티	(주)씨알스페이스
false	주식회사 케이티	(주)야베스케이
false	주식회사 케이티	(주)엠피씨
false	주식회사 케이티	(주)엠게임
false	주식회사 케이티	(주)유니북스
false	주식회사 케이티	(주)유니와이드테크놀러지
false	주식회사 케이티	(주)이노디자인
false	주식회사 케이티	(주)이퍼블릭 코리아
false	주식회사 케이티	(주)지학사
false	주식회사 케이티	(주)첨단
false	주식회사 케이티	(주)헤럴드미디어
false	주식회사 케이티	(주)호스트뱅크
false	주식회사 케이티	KT 문흥금호
;false	주식회사 케이티	경기광주컨설팅부	// 소규모 가게라고 함...2012.02.20 황명진
false	주식회사 케이티	경기일보
false	주식회사 케이티	경남신문사
false	주식회사 케이티	경상일보
false	주식회사 케이티	경인일보
false	주식회사 케이티	국토개발원
;false	주식회사 케이티	대신정보통신(주)	// 해당 대역이 일반 IP가 된 것으로 확인.	19.02.11 최성기
false	주식회사 케이티	블리자드엔터테인먼트(유)
false	주식회사 케이티	예스이십사(주)
false	주식회사 케이티	오토에버시스템즈(주)소하리데이터센터
false	주식회사 케이티	일렉트로닉아츠코리아(주)
false	주식회사 케이티	주식회사게임로프트
false	주식회사 케이티	주식회사미디어칸
false	주식회사 케이티	주식회사포스텍
false	주식회사 케이티	파이낸셜뉴스신문(주)
false	주식회사 케이티	포워드벤처스엘엘씨 한국지점
false	주식회사 케이티	한국일보사
false	주식회사 케이티	한라일보
false	주식회사 케이티	허브링크주식회사
false	주식회사 케이티	현대모비스(주)
false	지에스칼텍스(주)	GS칼텍스주식회사
false	케이디디아이코리아(주)	한국닌텐도
false	하이온넷(주)	윙글리시
false	하이온넷(주)	창의와 탐구
false	한국과학기술정보연구원	기상청
false	한국과학기술정보연구원	한국개발연구원
false	한국과학기술정보연구원	한국수자원공사
false	한국과학기술정보연구원	한국에너지기술연구소
false	한국과학기술정보연구원	한국에너지기술연구원
false	한국방송공사	한국방송공사
false	쌍용정보통신(주)	쌍용정보통신
false	주식회사 케이티	서울대학교병원
false	에스케이텔레콤(주)	아이엠비씨
false	(주)세종텔레콤	엔씨소프트
false	(주)지오레이넷	(주)지오레이넷
false	(주)케이티	국민체육진흥공단
false	삼성에스디에스(주)	삼성네트웍스
false	(주)엘림넷	(주)투데이프로덕션닷컴
false	(주)케이티	국민관리공단
false	(주)엘지유플러스	(주)인터파크
false	한국조폐공사	한국조폐공사
false	(주)온세텔레콤	현대정보기술
false	한국과학기술정보연구원	한국표준과학연구원
